customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,rfm_score_str,rfm_total,segment,segment_description
C105104,0.0,89,1427613.8,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105105,26.0,4,36681.73,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105106,7.0,5,52195.27,5,2,2,522,9,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105107,830.0,5,171760.99,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105108,649.0,7,115319.13999999998,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105109,8.0,16,287976.81,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105110,1.0,12,232157.94,5,3,4,534,12,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105112,0.0,33,469230.71,5,5,4,554,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105113,8.0,96,1598688.33,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105114,8.0,13,321790.69,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105115,621.0,11,151201.26,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105116,416.0,11,179856.69,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105117,85.0,2,15975.6,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105118,13.0,40,773955.6699999999,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105119,922.0,5,55310.630000000005,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105120,567.0,12,222457.31,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105121,207.0,5,131668.59,2,2,3,223,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105122,304.0,8,237233.33,1,3,4,134,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105123,60.0,22,547463.21,3,4,5,345,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105124,83.0,4,61677.84,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105125,266.0,5,241488.17,1,2,4,124,7,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105126,41.0,12,372745.61,3,3,4,334,10,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105127,2.0,5,135215.12,5,2,3,523,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105128,580.0,5,90743.8,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105129,4.0,15,246858.71,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105130,62.0,8,78717.27,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105131,92.0,16,249334.22,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105132,9.0,22,434319.65,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105133,730.0,2,14293.87,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105134,22.0,1,3673.43,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105135,164.0,7,42480.53,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105136,34.0,9,114052.69,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105137,27.0,8,63201.880000000005,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105138,37.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105139,11.0,25,480536.25,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105140,55.0,6,80476.94,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105141,305.0,5,14733.03,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105142,13.0,6,152774.99,4,2,3,423,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105143,2.0,78,1559902.57,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105144,61.0,6,45149.27,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105145,78.0,28,338506.53,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105146,51.0,1,2400.17,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105147,23.0,35,609827.19,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105148,15.0,9,146314.5,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105149,496.0,6,173118.08000000002,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105150,391.0,8,51095.93,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105152,64.0,4,74890.25,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105153,38.0,12,318595.35000000003,3,3,4,334,10,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105154,339.0,7,165177.03,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105155,15.0,5,156931.51,4,2,3,423,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105157,866.0,2,28698.140000000003,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105158,15.0,7,90382.05,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105159,228.0,22,224299.06,1,4,3,143,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105160,22.0,16,193656.49,4,4,3,443,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105161,9.0,20,238485.23,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105162,668.0,3,72490.35,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105163,124.0,10,155896.89,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105164,69.0,15,208710.3,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105165,34.0,3,72927.92,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105166,439.0,5,102654.94,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105168,391.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105169,4.0,5,15576.51,5,2,1,521,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105170,24.0,1,33883.03,4,1,2,412,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105171,76.0,12,107792.28,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105172,21.0,68,1141244.49,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105173,128.0,2,4491.19,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105174,41.0,14,401838.36,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105175,574.0,6,68153.48,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105176,9.0,44,689947.88,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105177,43.0,2,100089.26,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105178,39.0,9,162668.68,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105179,272.0,5,54470.880000000005,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105180,10.0,24,334833.36,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105181,32.0,14,267498.49,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105182,38.0,15,179858.59,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105183,11.0,106,2058252.55,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105184,398.0,7,41014.81,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105185,16.0,12,174501.3,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105186,8.0,83,1485118.19,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105187,456.0,3,46986.39,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105188,47.0,8,186547.48,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105189,3.0,1,10881.23,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105190,269.0,10,132003.07,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105191,3.0,9,137881.29,5,3,3,533,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105192,15.0,16,178908.31,4,4,3,443,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105194,54.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105195,129.0,22,354758.92,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105196,2.0,38,528327.6900000001,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105197,255.0,1,38178.16,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105198,65.0,5,88610.36,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105199,148.0,5,131740.34,2,2,3,223,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105200,7.0,2,11532.38,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105201,26.0,20,327602.96,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105202,43.0,7,133682.16999999998,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105203,4.0,57,1101209.61,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105204,43.0,8,172860.98,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105205,18.0,28,420477.81,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105206,59.0,15,340165.13,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105207,67.0,12,151599.88,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105209,860.0,1,1750.23,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105210,0.0,45,908693.66,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105211,80.0,7,56473.74,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105212,350.0,7,65372.15,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105213,164.0,2,30498.04,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105214,18.0,9,137697.95,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105215,0.0,149,1992466.15,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105216,6.0,83,1712505.56,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105217,4.0,1,13586.85,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105218,0.0,2,6647.01,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105219,325.0,2,13490.42,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105220,381.0,3,25619.88,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105221,7.0,1,3421.45,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105222,610.0,8,195410.5,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105223,1.0,50,855105.76,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105224,25.0,16,159153.16999999998,4,4,3,443,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105225,229.0,2,42747.98,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105226,367.0,4,59718.32,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105227,39.0,5,87139.65,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105228,15.0,7,81852.86,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105229,101.0,0,0.0,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105230,656.0,3,29751.91,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105231,144.0,3,13283.41,2,2,1,221,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105232,97.0,1,3630.38,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105233,596.0,2,3313.66,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105234,2.0,13,261366.85,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105235,546.0,10,120498.77,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105236,10.0,9,155747.57,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105237,356.0,1,1154.75,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105238,228.0,16,430936.55,1,4,4,144,9,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105239,118.0,29,508074.42,2,5,4,254,11,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105240,13.0,13,298181.43,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105241,115.0,11,242372.97,2,3,4,234,9,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105242,14.0,45,476235.0,4,5,4,454,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105243,946.0,2,93883.7,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105245,13.0,32,422782.05,4,5,4,454,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105246,28.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105247,920.0,1,20909.47,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105248,272.0,15,278625.87,1,4,4,144,9,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105249,146.0,6,191529.97,2,2,3,223,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105250,39.0,6,77110.9,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105251,24.0,8,102842.29,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105252,2.0,1,10032.19,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105253,23.0,7,108277.56,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105254,7.0,124,1864444.32,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105255,9.0,45,845194.91,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105256,24.0,1,1330.42,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105257,3.0,17,363224.92,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105258,0.0,4,26241.73,5,2,1,521,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105259,5.0,11,100435.94,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105260,1046.0,4,62288.7,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105261,373.0,2,5575.31,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105262,166.0,0,0.0,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105263,159.0,2,58219.28,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105264,143.0,14,168239.32,2,4,3,243,9,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105265,14.0,29,561912.6799999999,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105266,25.0,4,56090.18,4,2,2,422,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105268,15.0,4,160483.68,4,2,3,423,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105269,7.0,72,1307709.23,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105270,107.0,6,46907.37,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105271,21.0,2,89647.3,4,1,2,412,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105272,11.0,26,491114.38,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105273,8.0,17,343326.42,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105274,13.0,9,84071.43,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105275,174.0,17,260273.73,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105276,500.0,5,134819.78,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105277,50.0,8,116232.11,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105278,532.0,9,105492.6,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105279,5.0,35,477519.59,5,5,4,554,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105280,1.0,77,2022289.61,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105281,12.0,16,257613.57,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105282,214.0,5,36680.43,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105283,12.0,15,211361.77,4,4,3,443,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105284,32.0,2,34320.32,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105285,50.0,2,49885.39,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105286,12.0,52,1085895.91,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105287,795.0,6,133747.33000000002,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105288,29.0,3,85395.26,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105289,7.0,16,487520.94,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105290,108.0,23,304396.13,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105291,9.0,42,744759.12,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105292,49.0,9,83040.3,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105293,13.0,3,44761.07,4,2,2,422,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105294,223.0,2,7024.91,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105295,0.0,12,295114.7,5,3,4,534,12,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105296,181.0,4,60861.47,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105297,4.0,34,566344.9,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105298,81.0,6,285411.49,2,2,4,224,8,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105299,0.0,59,960953.76,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105300,0.0,14,170987.66,5,4,3,543,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105301,94.0,1,2773.67,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105302,93.0,3,24058.88,2,2,1,221,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105303,7.0,0,0.0,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C105304,209.0,5,94002.06,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105305,24.0,16,321130.25,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105306,478.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105307,80.0,24,786936.75,2,4,5,245,11,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105308,34.0,17,284744.95,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105309,2.0,40,687224.5,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105310,39.0,82,1383943.1,3,5,5,355,13,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105311,631.0,2,5283.52,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105312,485.0,12,148993.69,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105313,10.0,21,266553.03,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105314,91.0,6,81979.98,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105315,372.0,4,22837.54,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105316,374.0,5,52727.73,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105317,94.0,11,325981.69,2,3,4,234,9,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105318,268.0,15,184121.9,1,4,3,143,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105319,274.0,5,22800.9,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105320,6.0,92,1497682.51,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105321,32.0,28,748152.44,3,4,5,345,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105322,424.0,3,60420.31,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105323,124.0,12,103926.81,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105324,132.0,1,8812.17,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105325,35.0,2,3448.37,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105326,34.0,68,1159369.31,3,5,5,355,13,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105327,27.0,6,74348.75,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C105328,118.0,4,55187.49,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105329,611.0,4,74072.99,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C105330,284.0,15,419815.81,1,4,4,144,9,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105331,40.0,10,216532.98,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C105332,268.0,11,187353.74,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C105333,12.0,7,54867.33,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C105334,23.0,50,888701.21,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C105335,39.0,28,534016.44,3,4,5,345,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C105336,134.0,17,375736.57,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C105337,10.0,56,1021547.26,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
